Year,Group,Window End Date Time,Organization,Window Start Date Time,Closing Code,Type of Submission,FOA?,Nct Id,Governanace,Impact Summary,sred_eligible,Activity,Day Time/MW,Request Owner,Outage Duration,Status,Headline/Description,Closing Type,Prime Element,ITIL Severity,sred_eligible
2020,IP and Network Configuration Mgmt,2020-08-11 06:00:00,Network Management and Ops,2020-08-11 02:00:00,Completed,Normal,No,NCT.2008.000804,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.etob
cmts77.etob
cmts78.etob
cmts79.etob
cmts80.etob
cmts81.etob
cmts82.etob
cmts83.etob
cmts84.etob
cmts85.etob
cmts86.etob
cmts87.etob
cmts88.etob
cmts89.etob
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-11 06:00:00,Network Management and Ops,2020-08-11 02:00:00,Completed,Lead Time Exception,No,NCT.2008.001973,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,OFDMA Upstream Enablement,MW,satish.shellikeri,5.0,Closed,"Headline: Enable OFDMA

Description: Enable OFDMA

cmts76.bloor_md 43  OFDMA 8-18MHz - QPSK/16 QAM - IUC 11
cmts76.hnsn_md 43  OFDMA 8-18MHz - QPSK/16 QAM - IUC 11
cmts80.wlfdle_md 48 OFDMA 8-18MHz - QPSK/16 QAM - IUC 11
cmts82.lndn_md 24  OFDMA 8-18MHz - QPSK/16 QAM - IUC 11
cmts87.mtnk_md 14  OFDMA 8-18MHz - QPSK/16 QAM - IUC 11
cmts87.wlfdle_md 3  OFDMA 8-18MHz - QPSK/16 QAM - IUC 11
cmts88.wlfdle_md 1  OFDMA 8-18MHz - QPSK/16 QAM - IUC 11
cmts91.wlfdle_md 40 OFDMA 8-18MHz - QPSK/16 QAM - IUC 11
cmts90.ym_md 26  Mid Split 45.65-85HMz IUC 42 - 256/512 QAM - IUC 52
",No Issues,CMTS,P2,1
2020,IP and Network Configuration Mgmt,2020-08-12 06:00:00,Network Management and Ops,2020-08-12 02:00:00,Completed,Lead Time Exception,No,NCT.2008.002008,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.agnt
cmts77.agnt
cmts78.agnt
cmts76.ajax
cmts77.ajax
cmts78.ajax
cmts79.ajax
cmts80.ajax
cmts83.ajax
cmts84.ajax
cmts85.ajax
cmts86.ajax
cmts88.ajax
cmts76.baal
cmts77.baal
cmts76.baol
cmts77.baol
cmts78.baol
cmts76.basp
cmts77.basp
cmts78.basp
cmts76.bawk
cmts77.bawk
cmts78.bawk
cmts79.bawk
cmts76.bloor
cmts77.bloor
cmts78.bloor
cmts79.bloor
cmts80.bloor
cmts81.bloor
cmts82.bloor
cmts85.bloor
cmts86.bloor
cmts87.bloor
cmts89.bloor
cmts92.bloor
cmts93.bloor
cmts76.brntfd
cmts77.brntfd
cmts78.brntfd
cmts79.brntfd
cmts80.brntfd
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-12 06:00:00,Network Management and Ops,2020-08-12 02:00:00,Completed,Normal,No,NCT.2008.000736,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,OFDMA Upstream Enablement,MW,satish.shellikeri,5.0,Closed,"Headline: Enable OFDMA

Description: Enable OFDMA



cmts93.lndn_2000030
cmts95.lndn_2000002
cmts76.mtbo_2000002
cmts82.mtmk_2000029
cmts86.mtnk_2000030
cmts86.mtnk_2000035
cmts87.mtnk_2000001
cmts87.mtnk_2000035
cmts89.mtnk_2000033
cmts89.mtnk_2000034
cmts89.mtnk_2000046
cmts89.mtnk_2000047
cmts90.mtnk_2000019
cmts90.mtnk_2000040
cmts76.nmkt_2000010
cmts85.wlfdle_2000030
cmts79.ym_2000021
cmts91_wlfdle_2000040

",No Issues,CMTS,P2,1
2020,IP and Network Configuration Mgmt,2020-08-13 06:00:00,Network Management and Ops,2020-08-13 02:00:00,Completed,Lead Time Exception,No,NCT.2008.002139,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.clwd
cmts77.clwd
cmts78.clwd
cmts79.clwd
cmts76.cmbr
cmts77.cmbr
cmts78.cmbr
cmts76.lndn
cmts77.lndn
cmts78.lndn
cmts79.lndn
cmts80.lndn
cmts81.lndn
cmts82.lndn
cmts83.lndn
cmts84.lndn
cmts85.lndn
cmts86.lndn
cmts87.lndn
cmts88.lndn
cmts89.lndn
cmts90.lndn
cmts91.lndn
cmts92.lndn
cmts94.lndn
cmts95.lndn

",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-14 06:00:00,Network Management and Ops,2020-08-14 02:00:00,Completed,Normal,No,NCT.2008.002737,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.glph
cmts77.glph
cmts78.glph
cmts79.glph
cmts80.glph
cmts81.glph
cmts76.grnsbr
cmts77.grnsbr
cmts78.grnsbr
cmts79.grnsbr
cmts80.grnsbr
cmts81.grnsbr
cmts82.grnsbr
cmts83.grnsbr
cmts84.grnsbr
cmts85.grnsbr
cmts86.grnsbr
cmts88.grnsbr
cmts96.grnsbr
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-17 06:00:00,Network Management and Ops,2020-08-17 02:00:00,Completed,Normal,No,NCT.2008.003579,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.ktgc
cmts77.ktgc
cmts78.ktgc
cmts79.ktgc
cmts80.ktgc
cmts81.ktgc
cmts82.ktgc
cmts83.ktgc
cmts84.ktgc
cmts85.ktgc
cmts86.ktgc
cmts87.ktgc
cmts88.ktgc
cmts89.ktgc
cmts76.kwkw
cmts77.kwkw
cmts76.mtbo
cmts77.mtbo
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-17 06:00:00,Network Management and Ops,2020-08-17 02:00:00,Completed,Lead Time Exception,No,NCT.2008.004539,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,OFDMA Upstream Enablement,MW,satish.shellikeri,5.0,Closed,"Headline: Enable OFDMA

Description: Enable OFDMA


cmts77.lndn_md 33
cmts78.wlfdle_md 8
cmts78.wlfdle_md 14
cmts81.ktgc_md 36
cmts82.mtnk_md 29
cmts82.slnt_md 9
cmts82.ym_md 13
cmts84.ktgc_md 25
cmts84.slnt_md 14
cmts85.hnsn_md 7
cmts85.mtnk_md 10
cmts85.ym_md 37
cmts86.bloor_md 34
cmts86.bloor_md 18
cmts86.slnt_md 2
cmts86.wlfdle_md 42
cmts88.slnt_md 33
cmts89.mtnk_md 1
cmts92.bloor_md 30
cmts92.lndn_md 28
cmts93.lndn_md 17

",No Issues,CMTS,P2,1
2020,IP and Network Configuration Mgmt,2020-08-18 06:00:00,Network Management and Ops,2020-08-18 02:00:00,Completed,Lead Time Exception,No,NCT.2008.003593,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.mtmk
cmts77.mtmk
cmts78.mtmk
cmts79.mtmk
cmts80.mtmk
cmts81.mtmk
cmts82.mtmk
cmts83.mtmk
cmts84.mtmk
cmts76.mtwd
cmts78.mtwd
cmts79.mtwd
cmts80.mtwd
cmts81.mtwd
!
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-19 06:00:00,Network Management and Ops,2020-08-19 02:00:00,Completed,Lead Time Exception,No,NCT.2008.003606,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.hnsn
cmts77.hnsn
cmts78.hnsn
cmts79.hnsn
cmts80.hnsn
cmts81.hnsn
cmts82.hnsn
cmts83.hnsn
cmts84.hnsn
cmts85.hnsn
cmts86.hnsn
cmts87.hnsn
!
cmts76.orvl
cmts76.orvl",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-19 06:00:00,Network Management and Ops,2020-08-19 02:00:00,Completed,Lead Time Exception,No,NCT.2008.005806,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,OFDMA Upstream Enablement,MW,satish.shellikeri,5.0,Closed,"Headline: Enable OFDMA

Description: Enable OFDMA

cmts76.agnt_md 11
cmts76.ajax_md 13
cmts78.ajax_md 34
cmts79.ajax_md 38
cmts84.ajax_md 25
cmts77.basp_md 40
cmts85.bloor_md 9
cmts86.bloor_md 17
cmts87.bloor_md 5
cmts87.bloor_md 6
cmts87.bloor_md 9
cmts77.clwd_md 34
cmts76.cmbr_md 24
cmts76.cmbr_md 42
cmts78.cmbr_md 30
cmts80.cmstk_md 24
cmts82.cmstk_md 41
cmts90.cmstk_md 13
cmts77.dupt_md 48
cmts82.dupt_md 45
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-20 06:00:00,Network Management and Ops,2020-08-20 02:00:00,Completed,Lead Time Exception,No,NCT.2008.005831,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,OFDMA Upstream Enablement,MW,satish.shellikeri,5.0,Closed,"Headline: Enable OFDMA

Description: Enable OFDMA

cmts83.dupt_md 23
cmts84.dupt_md 31
cmts76.etob_md 6
cmts83.etob_md 23
cmts83.etob_md 25
cmts85.etob_md 22
cmts86.etob_md 2
cmts76.flfrd_md 18
cmts78.flfrd_md 20
cmts78.glph_md 3
cmts81.glph_md 4
cmts80.ktgc_md 29
cmts81.ktgc_md 34
cmts82.lndn_md 14
cmts84.lndn_md 24
cmts85.lndn_md 11
cmts86.lndn_md 2
cmts76.mtbo_md 38
cmts84.mtmc_md 15
cmts76.kwkw_md 7
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-20 06:00:00,Network Management and Ops,2020-08-20 02:00:00,Completed,Normal,No,NCT.2008.004776,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.lndn
cmts77.lndn
cmts78.lndn
cmts79.lndn
cmts80.lndn
cmts81.lndn
cmts82.lndn
cmts83.lndn
cmts84.lndn
cmts85.lndn
cmts86.lndn
cmts87.lndn
cmts88.lndn
cmts89.lndn
cmts90.lndn
cmts91.lndn
cmts92.lndn
cmts94.lndn
cmts95.lndn

",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-21 06:00:00,Network Management and Ops,2020-08-21 02:00:00,Completed,Normal,No,NCT.2008.004919,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.mtmc
cmts77.mtmc
cmts78.mtmc
cmts79.mtmc
cmts80.mtmc
cmts81.mtmc
cmts82.mtmc
cmts83.mtmc
cmts84.mtmc
cmts85.mtmc
cmts86.mtmc
cmts87.mtmc
cmts88.mtmc


",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-21 06:00:00,Network Management and Ops,2020-08-21 02:00:00,Completed,Lead Time Exception,No,NCT.2008.006180,TAB/CAB,"Customer Impact: Medium
Service Impact: Outage
Network Impact: Outage",1,OFDMA Upstream Enablement,MW,satish.shellikeri,5.0,Closed,"Headline: Enable OFDMA

Description: Enable OFDMA


cmts78.mtnk_md 28
cmts85.mtnk_md 21
cmts84.mtmk_md 13
cmts80.mtnk_md 15
cmts78.mtnk_md 36
cmts90.mtnk_md 25
cmts77.mtmk_md 45
cmts77.mtmk_md 40
cmts76.mtmk_md 36
cmts85.mtnk_md 1
cmts79.mtnk_md 46
cmts84.mtnk_md 27
cmts80.mtmk_md 25
cmts78.mtmk_md 2
cmts85.mtnk_md 28
cmts88.mtnk_md 3
cmts80.mtnk_md 30
cmts82.mtnk_md 21
cmts76.mtnk_md 35
",No Issues,CMTS,P3,1
2020,Management and Control Networks,2020-08-22 06:00:00,Network Management and Ops,2020-08-22 02:00:00,Completed,Corrective,No,NCT.2008.008014,TAB/CAB,"Customer Impact: Medium
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,michael.marcelo,60.0,Closed,"Headline: RPD#3 OS Upgrade version casa_rphy_ofdma-8.6.1.5-873e

Description: To upgrade RPD to the latest OS version casa_rphy_ofdma-8.6.1.5-873e",No Issues,CMTS,P3,1
2020,IP and Network Configuration Mgmt,2020-08-24 06:00:00,Network Management and Ops,2020-08-24 02:00:00,Completed,Normal,No,NCT.2008.006553,TAB/CAB,"Customer Impact: Large
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.mtnk
cmts77.mtnk
cmts78.mtnk
cmts79.mtnk
cmts80.mtnk
cmts81.mtnk
cmts82.mtnk
cmts83.mtnk
cmts84.mtnk
cmts85.mtnk
cmts86.mtnk
cmts87.mtnk
cmts88.mtnk
cmts89.mtnk
cmts90.mtnk
",No Issues,CMTS,P2,1
2020,IP and Network Configuration Mgmt,2020-08-25 06:00:00,Network Management and Ops,2020-08-25 02:00:00,Completed,Lead Time Exception,No,NCT.2008.008196,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
cmts76.agnt
cmts78.agnt
cmts76.ajax
cmts77.ajax
cmts78.ajax
cmts79.ajax
cmts81.ajax
cmts82.ajax
cmts84.ajax
cmts85.ajax
cmts87.ajax
cmts88.ajax
cmts76.baal
cmts77.baal
cmts76.baol
cmts76.basp
cmts77.basp
cmts76.bawk
cmts77.bawk
cmts78.bawk
cmts76.bloor
cmts77.bloor
cmts78.bloor
cmts79.bloor
cmts80.bloor
cmts82.bloor
cmts83.bloor
cmts84.bloor
cmts85.bloor
cmts86.bloor
cmts88.bloor
cmts89.bloor
cmts90.bloor
cmts92.bloor
cmts76.brntfd
cmts77.brntfd
cmts78.brntfd
cmts79.brntfd
cmts76.clwd
cmts77.clwd
cmts78.clwd
cmts76.cmbr
cmts77.cmbr
cmts78.cmbr
cmts76.cmstk
cmts77.cmstk
cmts78.cmstk
cmts79.cmstk
cmts80.cmstk
cmts81.cmstk
cmts82.cmstk
cmts83.cmstk
cmts84.cmstk
cmts86.cmstk
cmts87.cmstk
cmts76.dupt
cmts77.dupt
cmts79.dupt
cmts81.dupt
cmts82.dupt
cmts83.dupt
cmts84.dupt
cmts86.dupt
cmts89.dupt
cmts90.dupt
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-25 06:00:00,Network Management and Ops,2020-08-25 02:00:00,Cancelled,Normal,No,NCT.2008.006590,TAB/CAB,"Customer Impact: Medium
Service Impact: Outage
Network Impact: Outage",1,OFDMA Upstream Enablement,MW,satish.shellikeri,5.0,Closed,"Headline: Enable OFDMA

Description: Enable OFDMA


cmts78.mtnk_md 28
cmts85.mtnk_md 21
cmts84.mtmk_md 13
cmts80.mtnk_md 15
cmts78.mtnk_md 36
cmts90.mtnk_md 25
cmts77.mtmk_md 45
cmts77.mtmk_md 40
cmts76.mtmk_md 36
cmts85.mtnk_md 1
cmts79.mtnk_md 46
cmts84.mtnk_md 27
cmts80.mtmk_md 25
cmts78.mtmk_md 2
cmts85.mtnk_md 28
cmts88.mtnk_md 3
cmts80.mtnk_md 30
cmts82.mtnk_md 21
cmts76.mtnk_md 35
",Re-Plan,CMTS,P3,1
2020,IP and Network Configuration Mgmt,2020-08-26 06:00:00,Network Management and Ops,2020-08-26 02:00:00,Completed,Lead Time Exception,No,NCT.2008.008253,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-27 06:00:00,Network Management and Ops,2020-08-27 02:00:00,Completed,Lead Time Exception,No,NCT.2008.008268,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-28 06:00:00,Network Management and Ops,2020-08-28 02:00:00,Completed,Normal,No,NCT.2008.008322,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-31 06:00:00,Network Management and Ops,2020-08-31 02:00:00,Completed,Normal,No,NCT.2008.008612,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-08-31 06:00:00,Network Management and Ops,2020-08-31 02:00:00,Completed,Normal,No,NCT.2008.008672,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-09-01 06:00:00,Network Management and Ops,2020-09-01 02:00:00,Completed,Normal,No,NCT.2008.008647,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-09-02 06:00:00,Network Management and Ops,2020-09-02 02:00:00,Completed,Normal,No,NCT.2008.008702,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-09-03 06:00:00,Network Management and Ops,2020-09-03 02:00:00,Completed,Normal,No,NCT.2008.009856,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-09-03 06:00:00,Network Management and Ops,2020-09-03 02:00:00,Completed,Normal,No,NCT.2008.009891,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-09-04 06:00:00,Network Management and Ops,2020-09-04 02:00:00,Completed,Normal,No,NCT.2008.009899,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak
",No Issues,CMTS,P1,1
2020,Management and Control Networks,2020-09-08 06:00:00,Network Management and Ops,2020-09-08 02:00:00,Completed,Normal,No,NCT.2008.010553,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,gagan.bahl,60.0,Closed,"Headline: OS Upgrade From Rel 7.2.5_build63a1 to Rel 8.1.6.5_build873e

Description: Upgrade the OS of Casa from Rel 7.2.5.2_build63a1 to ccsi.gz.rel8.6.1.5_build873e

The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches
? It has a enhance DBC (Dynamic Bonding Change) feature needed for successfull deployment of ofdma.",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-09-08 06:00:00,Network Management and Ops,2020-09-08 02:00:00,Completed,Normal,No,NCT.2009.000181,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak


cmts92.bloor
cmts93.bloor
cmts76.dupt
cmts77.dupt
cmts78.dupt
cmts79.dupt
cmts80.dupt
cmts81.dupt
cmts82.dupt
cmts83.dupt
",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-09-09 06:00:00,Network Management and Ops,2020-09-09 02:00:00,Completed,Normal,No,NCT.2009.000184,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak


cmts84.dupt
cmts85.dupt
cmts86.dupt
cmts87.dupt
cmts88.dupt
cmts89.dupt
cmts90.dupt
cmts76.ym
cmts77.ym
cmts78.ym
",No Issues,CMTS,P1,1
2020,Management and Control Networks,2020-09-09 06:00:00,Network Management and Ops,2020-09-09 02:00:00,Completed,Normal,No,NCT.2009.010807,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Software Upgrade,MW,gagan.bahl,60.0,Closed,"Headline: OS Upgrade From Rel 7.2.5_build63a1 to Rel 8.1.6.5_build873e

Description: Upgrade the OS of Casa from Rel 7.2.5.2_build63a1 to ccsi.gz.rel8.6.1.5_build873e

The purpose of the upgrade is:
? Fix several operations bugs on the current code
? Support new features that Enterprise Business Units requires for OLGC and AT&T product launches
? It has a enhance DBC (Dynamic Bonding Change) feature needed for successfull deployment of ofdma.",No Issues,CMTS,P1,1
2020,IP and Network Configuration Mgmt,2020-09-10 06:00:00,Network Management and Ops,2020-09-10 02:00:00,Completed,Normal,No,NCT.2009.000185,TAB/CAB,"Customer Impact: Extensive
Service Impact: Outage
Network Impact: Outage",1,Line Card Conversion 3W1N,MW,dave.connell,5.0,Closed,"Headline: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)

Description: US SC QAM in Rolloff Spectrum CONFIGURATION(3W + 1N)
The below MDs were selected based on the following criteria:
- Highest utilization of upstream based on 1 week average peak

cmts79.ym
cmts80.ym
cmts81.ym
cmts82.ym
cmts83.ym
cmts84.ym
cmts85.ym
cmts86.ym
cmts87.ym
cmts88.ym
",No Issues,CMTS,P1,1
